Range,Azimuth,Polar
  0.6211,  0.2250,258.0750,256 
  0.6445,  0.2250,258.3000,256 
  0.5977,  0.2250,258.5250,256 
  0.6211,  0.2250,258.7500,256 
  0.6328,  0.2250,258.9750,256 
  0.6250,  0.2250,259.2000,256 
  0.6719,  0.2250,259.4250,256 
  0.6719,  0.2250,259.6500,256 
  0.6563,  0.2250,259.8750,256 
  0.6172,  0.2250,260.1000,256 
  0.6797,  0.2250,260.3250,256 
  0.6367,  0.2250,260.5500,256 
  0.6367,  0.2250,260.7750,256 
  0.6445,  0.2250,261.0000,256 
  0.6602,  0.2250,261.2250,256 
  0.6602,  0.2250,261.4500,256 
  0.6641,  0.2250,261.6750,256 
  0.6758,  0.2250,261.9000,256 
  0.6563,  0.2250,262.1250,256 
  0.6406,  0.2250,262.3500,256 
  0.6484,  0.2250,262.5750,256 
  0.6914,  0.2250,262.8000,256 
  0.6211,  0.2250,263.0250,256 
  0.6680,  0.2250,263.2500,256 
  0.6602,  0.2250,263.4750,256 
  0.6563,  0.2250,263.7000,256 
  0.6680,  0.2250,263.9250,256 
  0.7227,  0.2250,264.1500,256 
  0.6914,  0.2250,264.3750,256 
  0.6914,  0.2250,264.6000,256 
  0.7109,  0.2250,264.8250,256 
  0.6875,  0.2250,265.0500,256 
  0.7031,  0.2250,265.2750,256 
  0.7344,  0.2250,265.5000,256 
  0.7344,  0.2250,265.7250,256 
  0.7188,  0.2250,265.9500,256 
  0.7734,  0.2250,266.1750,256 
  0.7930,  0.2250,266.4000,256 
  0.7695,  0.2250,266.6250,256 
  0.7461,  0.2250,266.8500,256 
  0.8086,  0.2250,267.0750,256 
  0.0039,  0.2250,267.3000,256 
  1.7266,  0.2250,267.5250,256 
  2.3516,  0.2250,267.7500,256 
  2.4102,  0.2250,267.9750,256 
  2.5000,  0.2250,268.2000,256 
  2.5547,  0.2250,268.4250,256 
  2.6406,  0.2250,268.6500,256 
  2.6836,  0.2250,268.8750,256 
  2.6641,  0.2250,269.1000,256 
  2.6641,  0.2250,269.3250,256 
  2.6641,  0.2250,269.5500,256 
  2.6680,  0.2250,269.7750,256 
  2.6875,  0.2250,270.0000,256 
  2.6641,  0.2250,270.2250,256 
  2.6680,  0.2250,270.4500,256 
  2.6680,  0.2250,270.6750,256 
  2.6680,  0.2250,270.9000,256 
  2.6680,  0.2250,271.1250,256 
  2.6875,  0.2250,271.3500,256 
  2.6680,  0.2250,271.5750,256 
  2.6875,  0.2250,271.8000,256 
  2.6875,  0.2250,272.0250,256 
  2.6680,  0.2250,272.2500,256 
  2.6680,  0.2250,272.4750,256 
  2.6680,  0.2250,272.7000,256 
  2.6680,  0.2250,272.9250,256 
  2.6719,  0.2250,273.1500,256 
  2.6914,  0.2250,273.3750,256 
  2.6719,  0.2250,273.6000,256 
  2.6719,  0.2250,273.8250,256 
  2.6875,  0.2250,274.0500,256 
  2.6719,  0.2250,274.2750,256 
  2.6719,  0.2250,274.5000,256 
  2.6719,  0.2250,274.7250,256 
  2.6719,  0.2250,274.9500,256 
  2.6719,  0.2250,275.1750,256 
  2.6680,  0.2250,275.4000,256 
  2.6680,  0.2250,275.6250,256 
  2.6875,  0.2250,275.8500,256 
  2.6875,  0.2250,276.0750,256 
  2.6875,  0.2250,276.3000,256 
  2.6680,  0.2250,276.5250,256 
  2.6836,  0.2250,276.7500,256 
  2.6875,  0.2250,276.9750,256 
  2.6836,  0.2250,277.2000,256 
  2.6641,  0.2250,277.4250,256 
  2.6680,  0.2250,277.6500,256 
  2.6680,  0.2250,277.8750,256 
  2.6680,  0.2250,278.1000,256 
  2.6836,  0.2250,278.3250,256 
  2.6836,  0.2250,278.5500,256 
  2.6641,  0.2250,278.7750,256 
  2.6680,  0.2250,279.0000,256 
  2.6641,  0.2250,279.2250,256 
  2.6836,  0.2250,279.4500,256 
  2.6641,  0.2250,279.6750,256 
  2.6641,  0.2250,279.9000,256 
  2.6836,  0.2250,280.1250,256 
  2.7070,  0.2250,280.3500,256 
  2.7070,  0.2250,280.5750,256 
  2.6992,  0.2250,280.8000,256 
  2.6836,  0.2250,281.0250,256 
  2.6836,  0.2250,281.2500,256 
  2.7070,  0.2250,281.4750,256 
  2.6758,  0.2250,281.7000,256 
  2.6992,  0.2250,281.9250,256 
  2.6992,  0.2250,282.1500,256 
  2.6836,  0.2250,282.3750,256 
  2.7070,  0.2250,282.6000,256 
  2.6758,  0.2250,282.8250,256 
  2.6992,  0.2250,283.0500,256 
  2.6992,  0.2250,283.2750,256 
  2.6992,  0.2250,283.5000,256 
  2.6758,  0.2250,283.7250,256 
  2.6992,  0.2250,283.9500,256 
  2.6992,  0.2250,284.1750,256 
  2.6992,  0.2250,284.4000,256 
  2.6992,  0.2250,284.6250,256 
  2.7070,  0.2250,284.8500,256 
  2.7227,  0.2250,285.0750,256 
  2.6992,  0.2250,285.3000,256 
  2.7070,  0.2250,285.5250,256 
  2.7227,  0.2250,285.7500,256 
  2.7070,  0.2250,285.9750,256 
  2.7227,  0.2250,286.2000,256 
  2.7070,  0.2250,286.4250,256 
  2.7188,  0.2250,286.6500,256 
  2.7227,  0.2250,286.8750,256 
  2.7227,  0.2250,287.1000,256 
  2.6992,  0.2250,287.3250,256 
  2.7227,  0.2250,287.5500,256 
  2.7461,  0.2250,287.7750,256 
  2.7227,  0.2250,288.0000,256 
  2.7461,  0.2250,288.2250,256 
  2.7461,  0.2250,288.4500,256 
  2.7422,  0.2250,288.6750,256 
  2.7227,  0.2250,288.9000,256 
  2.7461,  0.2250,289.1250,256 
  2.7656,  0.2250,289.3500,256 
  2.7695,  0.2250,289.5750,256 
  2.7461,  0.2250,289.8000,256 
  2.7695,  0.2250,290.0250,256 
  2.7695,  0.2250,290.2500,256 
  2.7656,  0.2250,290.4750,256 
  2.7656,  0.2250,290.7000,256 
  2.7891,  0.2250,290.9250,256 
  2.7852,  0.2250,291.1500,256 
  2.7891,  0.2250,291.3750,256 
  2.7891,  0.2250,291.6000,256 
  2.7891,  0.2250,291.8250,256 
  2.8320,  0.2250,292.0500,256 
  2.8086,  0.2250,292.2750,256 
  2.8320,  0.2250,292.5000,256 
  2.8359,  0.2250,292.7250,256 
  2.8125,  0.2250,292.9500,256 
  2.8125,  0.2250,293.1750,256 
  2.8320,  0.2250,293.4000,256 
  2.8555,  0.2250,293.6250,256 
  2.8125,  0.2250,293.8500,256 
  2.8320,  0.2250,294.0750,256 
  2.8555,  0.2250,294.3000,256 
  2.8555,  0.2250,294.5250,256 
  2.8789,  0.2250,294.7500,256 
  2.8984,  0.2250,294.9750,256 
  2.8984,  0.2250,295.2000,256 
  2.8984,  0.2250,295.4250,256 
  2.8789,  0.2250,295.6500,256 
  2.8984,  0.2250,295.8750,256 
  2.9180,  0.2250,296.1000,256 
  2.9219,  0.2250,296.3250,256 
  2.9219,  0.2250,296.5500,256 
  2.9063,  0.2250,296.7750,256 
  2.9180,  0.2250,297.0000,256 
  2.9180,  0.2250,297.2250,256 
  2.9219,  0.2250,297.4500,256 
  2.9453,  0.2250,297.6750,256 
  2.9453,  0.2250,297.9000,256 
  2.9414,  0.2250,298.1250,256 
  2.9453,  0.2250,298.3500,256 
  2.9648,  0.2250,298.5750,256 
  2.9414,  0.2250,298.8000,256 
  2.9648,  0.2250,299.0250,256 
  2.9648,  0.2250,299.2500,256 
  2.9648,  0.2250,299.4750,256 
  2.9922,  0.2250,299.7000,256 
  2.9883,  0.2250,299.9250,256 
  2.9883,  0.2250,300.1500,256 
  2.9922,  0.2250,300.3750,256 
  2.9883,  0.2250,300.6000,256 
  2.9883,  0.2250,300.8250,256 
  2.0117,  0.2250,301.0500,256 
  3.9883,  0.2250,301.2750,256 
  3.0313,  0.2250,301.5000,256 
  3.0117,  0.2250,301.7250,256 
  3.0117,  0.2250,301.9500,256 
  3.0117,  0.2250,302.1750,256 
  3.0586,  0.2250,302.4000,256 
  3.0352,  0.2250,302.6250,256 
  3.0313,  0.2250,302.8500,256 
  3.0781,  0.2250,303.0750,256 
  3.0820,  0.2250,303.3000,256 
  3.0859,  0.2250,303.5250,256 
  3.0586,  0.2250,303.7500,256 
  3.0781,  0.2250,303.9750,256 
  3.0664,  0.2250,304.2000,256 
  3.0195,  0.2250,304.4250,256 
  3.0195,  0.2250,304.6500,256 
  2.0000,  0.2250,304.8750,256 
  2.9766,  0.2250,305.1000,256 
  2.9531,  0.2250,305.3250,256 
  2.9297,  0.2250,305.5500,256 
  2.9297,  0.2250,305.7750,256 
  2.8867,  0.2250,306.0000,256 
  2.8867,  0.2250,306.2250,256 
  2.9258,  0.2250,306.4500,256 
  2.8867,  0.2250,306.6750,256 
  2.8398,  0.2250,306.9000,256 
  2.7930,  0.2250,307.1250,256 
  2.8164,  0.2250,307.3500,256 
  2.7695,  0.2250,307.5750,256 
  2.7500,  0.2250,307.8000,256 
  2.7266,  0.2250,308.0250,256 
  2.7266,  0.2250,308.2500,256 
  2.7031,  0.2250,308.4750,256 
  2.6992,  0.2250,308.7000,256 
  2.6797,  0.2250,308.9250,256 
  2.6797,  0.2250,309.1500,256 
  2.6523,  0.2250,309.3750,256 
  2.6523,  0.2250,309.6000,256 
  2.6523,  0.2250,309.8250,256 
  2.6563,  0.2250,310.0500,256 
  2.6367,  0.2250,310.2750,256 
  2.6094,  0.2250,310.5000,256 
  2.6094,  0.2250,310.7250,256 
  2.5859,  0.2250,310.9500,256 
  2.5898,  0.2250,311.1750,256 
  2.5664,  0.2250,311.4000,256 
  2.5820,  0.2250,311.6250,256 
  2.5625,  0.2250,311.8500,256 
  2.5391,  0.2250,312.0750,256 
  2.5391,  0.2250,312.3000,256 
  2.5156,  0.2250,312.5250,256 
  2.5352,  0.2250,312.7500,256 
  2.5156,  0.2250,312.9750,256 
  2.4961,  0.2250,313.2000,256 
  2.4727,  0.2250,313.4250,256 
  2.4961,  0.2250,313.6500,256 
  2.4961,  0.2250,313.8750,256 
  2.4727,  0.2250,314.1000,256 
  2.4688,  0.2250,314.3250,256 
  2.4492,  0.2250,314.5500,256 
  2.4492,  0.2250,314.7750,256 
  2.4219,  0.2250,315.0000,256 
  2.4453,  0.2250,315.2250,256 
  2.4219,  0.2250,315.4500,256 
  2.4023,  0.2250,315.6750,256 
  2.3984,  0.2250,315.9000,256 
  2.3789,  0.2250,316.1250,256 
  2.3828,  0.2250,316.3500,256 
  2.3789,  0.2250,316.5750,256 
 86.0078,  0.2250,316.8000,256 
 91.0078,  0.2250,317.0250,256 
 80.0078,  0.2250,317.2500,256 
 85.0078,  0.2250,317.4750,256 
 80.0078,  0.2250,317.7000,256 
 67.0078,  0.2250,317.9250,256 
 67.0078,  0.2250,318.1500,256 
 67.0078,  0.2250,318.3750,256 
 63.0078,  0.2250,318.6000,256 
 64.0078,  0.2250,318.8250,256 
 62.0078,  0.2250,319.0500,256 
 64.0078,  0.2250,319.2750,256 
 62.0078,  0.2250,319.5000,256 
 53.0078,  0.2250,319.7250,256 
 53.0078,  0.2250,319.9500,256 
 51.0078,  0.2250,320.1750,256 
  2.1992,  0.2250,320.4000,256 
  2.2070,  0.2250,320.6250,256 
  2.1602,  0.2250,320.8500,256 
  2.1758,  0.2250,321.0750,256 
  1.9063,  0.2250,321.3000,256 
  1.7500,  0.2250,321.5250,256 
  1.6602,  0.2250,321.7500,256 
  1.6602,  0.2250,321.9750,256 
  1.6602,  0.2250,322.2000,256 
  1.6680,  0.2250,322.4250,256 
  1.6719,  0.2250,322.6500,256 
  1.6367,  0.2250,322.8750,256 
  1.6836,  0.2250,323.1000,256 
  1.6914,  0.2250,323.3250,256 
  1.6250,  0.2250,323.5500,256 
  1.7383,  0.2250,323.7750,256 
  1.6914,  0.2250,324.0000,256 
  1.6836,  0.2250,324.2250,256 
  1.6445,  0.2250,324.4500,256 
  1.6914,  0.2250,324.6750,256 
  1.7070,  0.2250,324.9000,256 
  1.7617,  0.2250,325.1250,256 
  1.7734,  0.2250,325.3500,256 
  1.7969,  0.2250,325.5750,256 
  1.8398,  0.2250,325.8000,256 
  1.8398,  0.2250,326.0250,256 
  1.8516,  0.2250,326.2500,256 
  1.8047,  0.2250,326.4750,256 
  1.7734,  0.2250,326.7000,256 
  1.6680,  0.2250,326.9250,256 
  1.6367,  0.2250,327.1500,256 
  1.5703,  0.2250,327.3750,256 
  1.5664,  0.2250,327.6000,256 
  1.5898,  0.2250,327.8250,256 
  1.5898,  0.2250,328.0500,256 
  1.5898,  0.2250,328.2750,256 
  1.6016,  0.2250,328.5000,256 
  1.5664,  0.2250,328.7250,256 
  1.5938,  0.2250,328.9500,256 
  1.6016,  0.2250,329.1750,256 
  1.7383,  0.2250,329.4000,256 
  1.7969,  0.2250,329.6250,256 
  1.7617,  0.2250,329.8500,256 
  1.7734,  0.2250,330.0750,256 
  1.7617,  0.2250,330.3000,256 
  1.7852,  0.2250,330.5250,256 
  1.7852,  0.2250,330.7500,256 
  1.7813,  0.2250,330.9750,256 
  1.7852,  0.2250,331.2000,256 
  1.7852,  0.2250,331.4250,256 
  1.8086,  0.2250,331.6500,256 
  1.7930,  0.2250,331.8750,256 
  1.8281,  0.2250,332.1000,256 
  1.8047,  0.2250,332.3250,256 
  1.8281,  0.2250,332.5500,256 
  1.8516,  0.2250,332.7750,256 
  1.8594,  0.2250,333.0000,256 
  1.8594,  0.2250,333.2250,256 
  1.8359,  0.2250,333.4500,256 
  1.8398,  0.2250,333.6750,256 
  1.8398,  0.2250,333.9000,256 
  1.8477,  0.2250,334.1250,256 
  1.8008,  0.2250,334.3500,256 
  1.8398,  0.2250,334.5750,256 
  1.8398,  0.2250,334.8000,256 
  1.8164,  0.2250,335.0250,256 
  1.8398,  0.2250,335.2500,256 
  1.8320,  0.2250,335.4750,256 
  1.7930,  0.2250,335.7000,256 
  1.7852,  0.2250,335.9250,256 
  1.7617,  0.2250,336.1500,256 
  1.7695,  0.2250,336.3750,256 
  1.7852,  0.2250,336.6000,256 
  1.8086,  0.2250,336.8250,256 
  1.7852,  0.2250,337.0500,256 
  1.7852,  0.2250,337.2750,256 
  1.7617,  0.2250,337.5000,256 
  1.7852,  0.2250,337.7250,256 
  1.7617,  0.2250,337.9500,256 
  1.7383,  0.2250,338.1750,256 
  1.7148,  0.2250,338.4000,256 
  1.7461,  0.2250,338.6250,256 
  1.7461,  0.2250,338.8500,256 
  1.7695,  0.2250,339.0750,256 
  1.6992,  0.2250,339.3000,256 
  1.6992,  0.2250,339.5250,256 
  1.7227,  0.2250,339.7500,256 
  1.7148,  0.2250,339.9750,256 
  1.6992,  0.2250,340.2000,256 
  1.6992,  0.2250,340.4250,256 
  1.6992,  0.2250,340.6500,256 
  1.6992,  0.2250,340.8750,256 
  1.6797,  0.2250,341.1000,256 
  1.6992,  0.2250,341.3250,256 
  1.6797,  0.2250,341.5500,256 
  1.6992,  0.2250,341.7750,256 
  1.6797,  0.2250,342.0000,256 
  1.6797,  0.2250,342.2250,256 
  1.6797,  0.2250,342.4500,256 
  1.6602,  0.2250,342.6750,256 
  1.6563,  0.2250,342.9000,256 
  1.6797,  0.2250,343.1250,256 
  1.6602,  0.2250,343.3500,256 
  1.6602,  0.2250,343.5750,256 
  1.6719,  0.2250,343.8000,256 
  1.6602,  0.2250,344.0250,256 
  1.6602,  0.2250,344.2500,256 
  1.6602,  0.2250,344.4750,256 
  1.6367,  0.2250,344.7000,256 
  1.6367,  0.2250,344.9250,256 
  1.6602,  0.2250,345.1500,256 
  1.6602,  0.2250,345.3750,256 
  1.6563,  0.2250,345.6000,256 
  1.6367,  0.2250,345.8250,256 
  1.6602,  0.2250,346.0500,256 
  1.6367,  0.2250,346.2750,256 
  1.6250,  0.2250,346.5000,256 
  1.6250,  0.2250,346.7250,256 
  1.6367,  0.2250,346.9500,256 
  1.6367,  0.2250,347.1750,256 
  1.6367,  0.2250,347.4000,256 
  1.6367,  0.2250,347.6250,256 
  1.6250,  0.2250,347.8500,256 
  1.6250,  0.2250,348.0750,256 
  1.6133,  0.2250,348.3000,256 
  1.6367,  0.2250,348.5250,256 
  1.6250,  0.2250,348.7500,256 
  1.6250,  0.2250,348.9750,256 
  1.6133,  0.2250,349.2000,256 
  1.6133,  0.2250,349.4250,256 
  1.6016,  0.2250,349.6500,256 
  1.6250,  0.2250,349.8750,256 
  1.6133,  0.2250,350.1000,256 
  1.6016,  0.2250,350.3250,256 
  1.6250,  0.2250,350.5500,256 
  1.6133,  0.2250,350.7750,256 
  1.6016,  0.2250,351.0000,256 
  1.6016,  0.2250,351.2250,256 
  1.6016,  0.2250,351.4500,256 
  1.6016,  0.2250,351.6750,256 
  1.6016,  0.2250,351.9000,256 
  1.6133,  0.2250,352.1250,256 
  1.6250,  0.2250,352.3500,256 
  1.5781,  0.2250,352.5750,256 
  1.6016,  0.2250,352.8000,256 
  1.6016,  0.2250,353.0250,256 
  1.5898,  0.2250,353.2500,256 
  1.6016,  0.2250,353.4750,256 
  1.6016,  0.2250,353.7000,256 
  1.5781,  0.2250,353.9250,256 
  1.6016,  0.2250,354.1500,256 
  1.6016,  0.2250,354.3750,256 
  1.6133,  0.2250,354.6000,256 
  1.5781,  0.2250,354.8250,256 
  1.5781,  0.2250,355.0500,256 
  1.6016,  0.2250,355.2750,256 
  1.6016,  0.2250,355.5000,256 
  1.6016,  0.2250,355.7250,256 
  1.5781,  0.2250,355.9500,256 
  1.5781,  0.2250,356.1750,256 
  1.5781,  0.2250,356.4000,256 
  1.5664,  0.2250,356.6250,256 
  1.5781,  0.2250,356.8500,256 
  1.6016,  0.2250,357.0750,256 
  1.5547,  0.2250,357.3000,256 
  1.6016,  0.2250,357.5250,256 
  1.5781,  0.2250,357.7500,256 
  1.5898,  0.2250,357.9750,256 
  1.6016,  0.2250,358.2000,256 
  1.5781,  0.2250,358.4250,256 
  1.5781,  0.2250,358.6500,256 
  1.5898,  0.2250,358.8750,256 
  1.6016,  0.2250,359.1000,256 
  1.5781,  0.2250,359.3250,256 
  1.5781,  0.2250,359.5500,256 
  1.6016,  0.2250,359.7750,256 
