Range,Azimuth,Polar
  2.7266,  0.0000,307.8000,256 
  2.7266,  0.0000,308.0250,256 
  2.7266,  0.0000,308.2500,256 
  2.7031,  0.0000,308.4750,256 
  2.6797,  0.0000,308.7000,256 
  2.6758,  0.0000,308.9250,256 
  2.6797,  0.0000,309.1500,256 
  2.6563,  0.0000,309.3750,256 
  2.6563,  0.0000,309.6000,256 
  2.6367,  0.0000,309.8250,256 
  2.6328,  0.0000,310.0500,256 
  2.6328,  0.0000,310.2750,256 
  2.6094,  0.0000,310.5000,256 
  2.5859,  0.0000,310.7250,256 
  2.5859,  0.0000,310.9500,256 
  2.5859,  0.0000,311.1750,256 
  2.5664,  0.0000,311.4000,256 
  2.5625,  0.0000,311.6250,256 
  2.5625,  0.0000,311.8500,256 
  2.5391,  0.0000,312.0750,256 
  2.5391,  0.0000,312.3000,256 
  2.5391,  0.0000,312.5250,256 
  2.5430,  0.0000,312.7500,256 
  2.5156,  0.0000,312.9750,256 
  2.4961,  0.0000,313.2000,256 
  2.4961,  0.0000,313.4250,256 
  2.4961,  0.0000,313.6500,256 
  2.4531,  0.0000,313.8750,256 
  2.4727,  0.0000,314.1000,256 
  2.4492,  0.0000,314.3250,256 
  2.4492,  0.0000,314.5500,256 
  2.4297,  0.0000,314.7750,256 
  2.4258,  0.0000,315.0000,256 
  2.4023,  0.0000,315.2250,256 
  2.4453,  0.0000,315.4500,256 
  2.4258,  0.0000,315.6750,256 
  2.3984,  0.0000,315.9000,256 
  2.3828,  0.0000,316.1250,256 
  2.3984,  0.0000,316.3500,256 
  2.3828,  0.0000,316.5750,256 
  2.3125,  0.0000,316.8000,256 
  2.3555,  0.0000,317.0250,256 
  2.3594,  0.0000,317.2500,256 
  2.3125,  0.0000,317.4750,256 
  2.2461,  0.0000,317.7000,256 
  2.2617,  0.0000,317.9250,256 
  2.2656,  0.0000,318.1500,256 
  2.2461,  0.0000,318.3750,256 
  2.2461,  0.0000,318.6000,256 
  2.2422,  0.0000,318.8250,256 
  2.2500,  0.0000,319.0500,256 
  2.2188,  0.0000,319.2750,256 
  2.2070,  0.0000,319.5000,256 
  2.2070,  0.0000,319.7250,256 
  2.1836,  0.0000,319.9500,256 
  2.1836,  0.0000,320.1750,256 
  2.2188,  0.0000,320.4000,256 
  2.2070,  0.0000,320.6250,256 
  2.1719,  0.0000,320.8500,256 
  2.1953,  0.0000,321.0750,256 
  2.0664,  0.0000,321.3000,256 
  1.7617,  0.0000,321.5250,256 
  1.7266,  0.0000,321.7500,256 
  1.7266,  0.0000,321.9750,256 
  1.7266,  0.0000,322.2000,256 
  1.6602,  0.0000,322.4250,256 
  1.6602,  0.0000,322.6500,256 
  1.6680,  0.0000,322.8750,256 
  1.6680,  0.0000,323.1000,256 
  1.6445,  0.0000,323.3250,256 
  1.6563,  0.0000,323.5500,256 
  1.7031,  0.0000,323.7750,256 
  1.6563,  0.0000,324.0000,256 
  1.6680,  0.0000,324.2250,256 
  1.6680,  0.0000,324.4500,256 
  1.6328,  0.0000,324.6750,256 
  1.7070,  0.0000,324.9000,256 
  1.7383,  0.0000,325.1250,256 
  1.7578,  0.0000,325.3500,256 
  1.7969,  0.0000,325.5750,256 
  1.7930,  0.0000,325.8000,256 
  1.8281,  0.0000,326.0250,256 
  1.8203,  0.0000,326.2500,256 
  1.7969,  0.0000,326.4750,256 
  1.6875,  0.0000,326.7000,256 
  1.6602,  0.0000,326.9250,256 
  1.6250,  0.0000,327.1500,256 
  1.5781,  0.0000,327.3750,256 
  1.5898,  0.0000,327.6000,256 
  1.5898,  0.0000,327.8250,256 
  1.5898,  0.0000,328.0500,256 
  1.5664,  0.0000,328.2750,256 
  1.5898,  0.0000,328.5000,256 
  1.5898,  0.0000,328.7250,256 
  1.5781,  0.0000,328.9500,256 
  1.5781,  0.0000,329.1750,256 
  1.6680,  0.0000,329.4000,256 
  1.7734,  0.0000,329.6250,256 
  1.7617,  0.0000,329.8500,256 
  1.7695,  0.0000,330.0750,256 
  1.7930,  0.0000,330.3000,256 
  1.8164,  0.0000,330.5250,256 
  1.7617,  0.0000,330.7500,256 
  1.7734,  0.0000,330.9750,256 
  1.7969,  0.0000,331.2000,256 
  1.7852,  0.0000,331.4250,256 
  1.7969,  0.0000,331.6500,256 
  1.7813,  0.0000,331.8750,256 
  1.8164,  0.0000,332.1000,256 
  1.8164,  0.0000,332.3250,256 
  1.8359,  0.0000,332.5500,256 
  1.8594,  0.0000,332.7750,256 
  1.8477,  0.0000,333.0000,256 
  1.8594,  0.0000,333.2250,256 
  1.8477,  0.0000,333.4500,256 
  1.8477,  0.0000,333.6750,256 
  1.8398,  0.0000,333.9000,256 
  1.8477,  0.0000,334.1250,256 
  1.8242,  0.0000,334.3500,256 
  1.8164,  0.0000,334.5750,256 
  1.7930,  0.0000,334.8000,256 
  1.7852,  0.0000,335.0250,256 
  1.8164,  0.0000,335.2500,256 
  1.7930,  0.0000,335.4750,256 
  1.8086,  0.0000,335.7000,256 
  1.7852,  0.0000,335.9250,256 
  1.7852,  0.0000,336.1500,256 
  1.7852,  0.0000,336.3750,256 
  1.7852,  0.0000,336.6000,256 
  1.7852,  0.0000,336.8250,256 
  1.7852,  0.0000,337.0500,256 
  1.7695,  0.0000,337.2750,256 
  1.7617,  0.0000,337.5000,256 
  1.7695,  0.0000,337.7250,256 
  1.7852,  0.0000,337.9500,256 
  1.7383,  0.0000,338.1750,256 
  1.7461,  0.0000,338.4000,256 
  1.7461,  0.0000,338.6250,256 
  1.7461,  0.0000,338.8500,256 
  1.7383,  0.0000,339.0750,256 
  1.7148,  0.0000,339.3000,256 
  1.7461,  0.0000,339.5250,256 
  1.6992,  0.0000,339.7500,256 
  1.7148,  0.0000,339.9750,256 
  1.7227,  0.0000,340.2000,256 
  1.7227,  0.0000,340.4250,256 
  1.6797,  0.0000,340.6500,256 
  1.6797,  0.0000,340.8750,256 
  1.6797,  0.0000,341.1000,256 
  1.6797,  0.0000,341.3250,256 
  1.6953,  0.0000,341.5500,256 
  1.6992,  0.0000,341.7750,256 
  1.6797,  0.0000,342.0000,256 
  1.6797,  0.0000,342.2250,256 
  1.6797,  0.0000,342.4500,256 
  1.6602,  0.0000,342.6750,256 
  1.6563,  0.0000,342.9000,256 
  1.6797,  0.0000,343.1250,256 
  1.6367,  0.0000,343.3500,256 
  1.6563,  0.0000,343.5750,256 
  1.6602,  0.0000,343.8000,256 
  1.6563,  0.0000,344.0250,256 
  1.6602,  0.0000,344.2500,256 
  1.6602,  0.0000,344.4750,256 
  1.6367,  0.0000,344.7000,256 
  1.6367,  0.0000,344.9250,256 
  1.6367,  0.0000,345.1500,256 
  1.6563,  0.0000,345.3750,256 
  1.6367,  0.0000,345.6000,256 
  1.6367,  0.0000,345.8250,256 
  1.6367,  0.0000,346.0500,256 
  1.6367,  0.0000,346.2750,256 
  1.6367,  0.0000,346.5000,256 
  1.6133,  0.0000,346.7250,256 
  1.6367,  0.0000,346.9500,256 
  1.6250,  0.0000,347.1750,256 
  1.6367,  0.0000,347.4000,256 
  1.6016,  0.0000,347.6250,256 
  1.6133,  0.0000,347.8500,256 
  1.6133,  0.0000,348.0750,256 
  1.6367,  0.0000,348.3000,256 
  1.6250,  0.0000,348.5250,256 
  1.6133,  0.0000,348.7500,256 
  1.6016,  0.0000,348.9750,256 
  1.6367,  0.0000,349.2000,256 
  1.6367,  0.0000,349.4250,256 
  1.6016,  0.0000,349.6500,256 
  1.6016,  0.0000,349.8750,256 
  1.6016,  0.0000,350.1000,256 
  1.6133,  0.0000,350.3250,256 
  1.6016,  0.0000,350.5500,256 
  1.6250,  0.0000,350.7750,256 
  1.5781,  0.0000,351.0000,256 
  1.6016,  0.0000,351.2250,256 
  1.6016,  0.0000,351.4500,256 
  1.6016,  0.0000,351.6750,256 
  1.6250,  0.0000,351.9000,256 
  1.6016,  0.0000,352.1250,256 
  1.6016,  0.0000,352.3500,256 
  1.6016,  0.0000,352.5750,256 
  1.6016,  0.0000,352.8000,256 
  1.6016,  0.0000,353.0250,256 
  1.5898,  0.0000,353.2500,256 
  1.6016,  0.0000,353.4750,256 
  1.6016,  0.0000,353.7000,256 
  1.6016,  0.0000,353.9250,256 
  1.6016,  0.0000,354.1500,256 
  1.5781,  0.0000,354.3750,256 
  1.6016,  0.0000,354.6000,256 
  1.6016,  0.0000,354.8250,256 
  1.5898,  0.0000,355.0500,256 
  1.5781,  0.0000,355.2750,256 
  1.6016,  0.0000,355.5000,256 
  1.5781,  0.0000,355.7250,256 
  1.6016,  0.0000,355.9500,256 
  1.5781,  0.0000,356.1750,256 
  1.5781,  0.0000,356.4000,256 
  1.5781,  0.0000,356.6250,256 
  1.6016,  0.0000,356.8500,256 
  1.6016,  0.0000,357.0750,256 
  1.5781,  0.0000,357.3000,256 
  1.5898,  0.0000,357.5250,256 
  1.5781,  0.0000,357.7500,256 
  1.5781,  0.0000,357.9750,256 
  1.6016,  0.0000,358.2000,256 
  1.5781,  0.0000,358.4250,256 
  1.5781,  0.0000,358.6500,256 
  1.5781,  0.0000,358.8750,256 
  1.5781,  0.0000,359.1000,256 
  1.5781,  0.0000,359.3250,256 
  1.5781,  0.0000,359.5500,256 
  1.5781,  0.0000,359.7750,256 
  1.6016,  0.2250,  0.0000,256 
  1.5898,  0.2250,  0.2250,256 
  1.5781,  0.2250,  0.4500,256 
  1.5781,  0.2250,  0.6750,256 
  1.5781,  0.2250,  0.9000,256 
  1.5781,  0.2250,  1.1250,256 
  1.6016,  0.2250,  1.3500,256 
  1.5781,  0.2250,  1.5750,256 
  1.5781,  0.2250,  1.8000,256 
  1.5664,  0.2250,  2.0250,256 
  1.6016,  0.2250,  2.2500,256 
  1.5664,  0.2250,  2.4750,256 
  1.5781,  0.2250,  2.7000,256 
  1.5664,  0.2250,  2.9250,256 
  1.5781,  0.2250,  3.1500,256 
  1.5781,  0.2250,  3.3750,256 
  1.5781,  0.2250,  3.6000,256 
  1.6016,  0.2250,  3.8250,256 
  1.5781,  0.2250,  4.0500,256 
  1.5664,  0.2250,  4.2750,256 
  1.5898,  0.2250,  4.5000,256 
  1.5781,  0.2250,  4.7250,256 
  1.6016,  0.2250,  4.9500,256 
  1.5781,  0.2250,  5.1750,256 
  1.5781,  0.2250,  5.4000,256 
  1.5781,  0.2250,  5.6250,256 
  1.5781,  0.2250,  5.8500,256 
  1.5781,  0.2250,  6.0750,256 
  1.5781,  0.2250,  6.3000,256 
  1.6016,  0.2250,  6.5250,256 
  1.5781,  0.2250,  6.7500,256 
  1.5781,  0.2250,  6.9750,256 
  1.5898,  0.2250,  7.2000,256 
  1.5547,  0.2250,  7.4250,256 
  1.5781,  0.2250,  7.6500,256 
  1.4766,  0.2250,  7.8750,256 
  1.3281,  0.2250,  8.1000,256 
  1.2617,  0.2250,  8.3250,256 
  1.2383,  0.2250,  8.5500,256 
  1.2266,  0.2250,  8.7750,256 
  1.2500,  0.2250,  9.0000,256 
  1.2383,  0.2250,  9.2250,256 
  1.2383,  0.2250,  9.4500,256 
  1.2383,  0.2250,  9.6750,256 
  1.2500,  0.2250,  9.9000,256 
  1.2383,  0.2250, 10.1250,256 
  1.2109,  0.2250, 10.3500,256 
  1.2109,  0.2250, 10.5750,256 
  1.1250,  0.2250, 10.8000,256 
  1.1367,  0.2250, 11.0250,256 
  1.0820,  0.2250, 11.2500,256 
  1.0430,  0.2250, 11.4750,256 
  1.0586,  0.2250, 11.7000,256 
  1.0586,  0.2250, 11.9250,256 
  1.0586,  0.2250, 12.1500,256 
  1.0430,  0.2250, 12.3750,256 
  1.0430,  0.2250, 12.6000,256 
  1.0586,  0.2250, 12.8250,256 
  1.0664,  0.2250, 13.0500,256 
  1.0664,  0.2250, 13.2750,256 
  1.0664,  0.2250, 13.5000,256 
  1.0469,  0.2250, 13.7250,256 
  1.0469,  0.2250, 13.9500,256 
  1.0781,  0.2250, 14.1750,256 
  1.0352,  0.2250, 14.4000,256 
  1.0352,  0.2250, 14.6250,256 
  1.0547,  0.2250, 14.8500,256 
  1.0234,  0.2250, 15.0750,256 
  1.0664,  0.2250, 15.3000,256 
  1.0664,  0.2250, 15.5250,256 
  1.0352,  0.2250, 15.7500,256 
  1.0352,  0.2250, 15.9750,256 
  1.0430,  0.2250, 16.2000,256 
  1.0469,  0.2250, 16.4250,256 
  1.0977,  0.2250, 16.6500,256 
  1.1211,  0.2250, 16.8750,256 
  1.0898,  0.2250, 17.1000,256 
  1.0586,  0.2250, 17.3250,256 
  1.0781,  0.2250, 17.5500,256 
  1.0430,  0.2250, 17.7750,256 
  1.0664,  0.2250, 18.0000,256 
  1.0664,  0.2250, 18.2250,256 
  1.0898,  0.2250, 18.4500,256 
  1.0781,  0.2250, 18.6750,256 
  1.0664,  0.2250, 18.9000,256 
  1.0781,  0.2250, 19.1250,256 
  1.0547,  0.2250, 19.3500,256 
  1.0547,  0.2250, 19.5750,256 
  1.0234,  0.2250, 19.8000,256 
  1.0195,  0.2250, 20.0250,256 
  1.0234,  0.2250, 20.2500,256 
  1.0547,  0.2250, 20.4750,256 
  1.0664,  0.2250, 20.7000,256 
  1.0430,  0.2250, 20.9250,256 
  1.0547,  0.2250, 21.1500,256 
  1.0430,  0.2250, 21.3750,256 
  1.9805,  0.2250, 21.6000,256 
  1.0000,  0.2250, 21.8250,256 
  0.0000,  0.2250, 22.0500,256 
  0.8867,  0.2250, 22.2750,256 
  0.8320,  0.2250, 22.5000,256 
  0.8203,  0.2250, 22.7250,256 
  0.8398,  0.2250, 22.9500,256 
  0.8477,  0.2250, 23.1750,256 
  0.8477,  0.2250, 23.4000,256 
  0.8477,  0.2250, 23.6250,256 
  0.8242,  0.2250, 23.8500,256 
  0.8242,  0.2250, 24.0750,256 
  0.7852,  0.2250, 24.3000,256 
  0.7813,  0.2250, 24.5250,256 
  0.7813,  0.2250, 24.7500,256 
  0.7969,  0.2250, 24.9750,256 
  0.7930,  0.2250, 25.2000,256 
  0.7813,  0.2250, 25.4250,256 
  0.8320,  0.2250, 25.6500,256 
  0.8242,  0.2250, 25.8750,256 
  0.8164,  0.2250, 26.1000,256 
  0.7852,  0.2250, 26.3250,256 
  0.7617,  0.2250, 26.5500,256 
  0.7578,  0.2250, 26.7750,256 
  0.7578,  0.2250, 27.0000,256 
  0.7344,  0.2250, 27.2250,256 
  0.7109,  0.2250, 27.4500,256 
  0.7344,  0.2250, 27.6750,256 
  0.6836,  0.2250, 27.9000,256 
  0.7344,  0.2250, 28.1250,256 
  0.7109,  0.2250, 28.3500,256 
  0.6719,  0.2250, 28.5750,256 
  0.6250,  0.2250, 28.8000,256 
  0.6484,  0.2250, 29.0250,256 
  0.6484,  0.2250, 29.2500,256 
  0.6484,  0.2250, 29.4750,256 
  0.6367,  0.2250, 29.7000,256 
  0.6797,  0.2250, 29.9250,256 
  0.6250,  0.2250, 30.1500,256 
  0.6250,  0.2250, 30.3750,256 
  0.6367,  0.2250, 30.6000,256 
  0.6250,  0.2250, 30.8250,256 
  0.6133,  0.2250, 31.0500,256 
  0.6016,  0.2250, 31.2750,256 
  0.6133,  0.2250, 31.5000,256 
  0.6914,  0.2250, 31.7250,256 
  0.6836,  0.2250, 31.9500,256 
  0.6914,  0.2250, 32.1750,256 
  0.6914,  0.2250, 32.4000,256 
  0.6914,  0.2250, 32.6250,256 
  0.6914,  0.2250, 32.8500,256 
  0.6914,  0.2250, 33.0750,256 
  0.7188,  0.2250, 33.3000,256 
  0.6875,  0.2250, 33.5250,256 
  0.6602,  0.2250, 33.7500,256 
  0.6328,  0.2250, 33.9750,256 
  0.6172,  0.2250, 34.2000,256 
  0.5742,  0.2250, 34.4250,256 
  0.5742,  0.2250, 34.6500,256 
  0.5547,  0.2250, 34.8750,256 
  0.5469,  0.2250, 35.1000,256 
  0.5703,  0.2250, 35.3250,256 
  0.5313,  0.2250, 35.5500,256 
  0.5313,  0.2250, 35.7750,256 
  0.5313,  0.2250, 36.0000,256 
  0.5313,  0.2250, 36.2250,256 
  0.5313,  0.2250, 36.4500,256 
  0.5313,  0.2250, 36.6750,256 
  0.5078,  0.2250, 36.9000,256 
  0.5078,  0.2250, 37.1250,256 
  0.5313,  0.2250, 37.3500,256 
  0.5078,  0.2250, 37.5750,256 
  0.5078,  0.2250, 37.8000,256 
  0.4844,  0.2250, 38.0250,256 
  0.4844,  0.2250, 38.2500,256 
  0.4805,  0.2250, 38.4750,256 
  0.4570,  0.2250, 38.7000,256 
  0.4805,  0.2250, 38.9250,256 
  0.4570,  0.2250, 39.1500,256 
  0.4570,  0.2250, 39.3750,256 
  0.4570,  0.2250, 39.6000,256 
  0.4297,  0.2250, 39.8250,256 
  0.4297,  0.2250, 40.0500,256 
  0.4727,  0.2250, 40.2750,256 
  0.4297,  0.2250, 40.5000,256 
  0.4531,  0.2250, 40.7250,256 
  0.4258,  0.2250, 40.9500,256 
  0.4453,  0.2250, 41.1750,256 
  0.4258,  0.2250, 41.4000,256 
  0.4258,  0.2250, 41.6250,256 
  0.4258,  0.2250, 41.8500,256 
  0.4023,  0.2250, 42.0750,256 
  0.4180,  0.2250, 42.3000,256 
  0.4258,  0.2250, 42.5250,256 
  0.4531,  0.2250, 42.7500,256 
  0.4258,  0.2250, 42.9750,256 
  0.4023,  0.2250, 43.2000,256 
  0.4258,  0.2250, 43.4250,256 
  0.4258,  0.2250, 43.6500,256 
  0.4023,  0.2250, 43.8750,256 
  0.4258,  0.2250, 44.1000,256 
  0.4297,  0.2250, 44.3250,256 
  0.4297,  0.2250, 44.5500,256 
  0.4297,  0.2250, 44.7750,256 
  0.4297,  0.2250, 45.0000,256 
  0.4297,  0.2250, 45.2250,256 
  0.4336,  0.2250, 45.4500,256 
  0.4336,  0.2250, 45.6750,256 
  0.4336,  0.2250, 45.9000,256 
  0.4570,  0.2250, 46.1250,256 
  0.4336,  0.2250, 46.3500,256 
  0.4609,  0.2250, 46.5750,256 
  0.4375,  0.2250, 46.8000,256 
  0.4609,  0.2250, 47.0250,256 
  0.4609,  0.2250, 47.2500,256 
  0.4609,  0.2250, 47.4750,256 
  0.4375,  0.2250, 47.7000,256 
  0.4375,  0.2250, 47.9250,256 
  0.4609,  0.2250, 48.1500,256 
  0.4609,  0.2250, 48.3750,256 
  0.4609,  0.2250, 48.6000,256 
  0.4375,  0.2250, 48.8250,256 
  0.4609,  0.2250, 49.0500,256 
  0.4375,  0.2250, 49.2750,256 
  0.4609,  0.2250, 49.5000,256 
  0.4375,  0.2250, 49.7250,256 
  0.4375,  0.2250, 49.9500,256 
  0.4180,  0.2250, 50.1750,256 
  0.4375,  0.2250, 50.4000,256 
  0.4375,  0.2250, 50.6250,256 
  0.4375,  0.2250, 50.8500,256 
  0.4375,  0.2250, 51.0750,256 
  0.4180,  0.2250, 51.3000,256 
  0.4609,  0.2250, 51.5250,256 
  0.4609,  0.2250, 51.7500,256 
  0.4375,  0.2250, 51.9750,256 
  0.4609,  0.2250, 52.2000,256 
  0.4609,  0.2250, 52.4250,256 
  0.4570,  0.2250, 52.6500,256 
  0.4609,  0.2250, 52.8750,256 
  0.4414,  0.2250, 53.1000,256 
  0.4414,  0.2250, 53.3250,256 
  0.4609,  0.2250, 53.5500,256 
  0.4609,  0.2250, 53.7750,256 
  0.4375,  0.2250, 54.0000,256 
  0.4844,  0.2250, 54.2250,256 
  0.4570,  0.2250, 54.4500,256 
  0.4609,  0.2250, 54.6750,256 
  0.4609,  0.2250, 54.9000,256 
  0.4609,  0.2250, 55.1250,256 
  0.4570,  0.2250, 55.3500,256 
  0.4766,  0.2250, 55.5750,256 
  0.4609,  0.2250, 55.8000,256 
  0.4766,  0.2250, 56.0250,256 
  0.4609,  0.2250, 56.2500,256 
  0.4570,  0.2250, 56.4750,256 
  0.4766,  0.2250, 56.7000,256 
  0.4766,  0.2250, 56.9250,256 
  0.4766,  0.2250, 57.1500,256 
  0.4844,  0.2250, 57.3750,256 
  0.4609,  0.2250, 57.6000,256 
  0.4766,  0.2250, 57.8250,256 
  0.4570,  0.2250, 58.0500,256 
  0.4766,  0.2250, 58.2750,256 
  0.4844,  0.2250, 58.5000,256 
  0.4570,  0.2250, 58.7250,256 
  0.4766,  0.2250, 58.9500,256 
  0.4609,  0.2250, 59.1750,256 
  0.4609,  0.2250, 59.4000,256 
  0.4844,  0.2250, 59.6250,256 
  0.4609,  0.2250, 59.8500,256 
  0.4414,  0.2250, 60.0750,256 
  0.4844,  0.2250, 60.3000,256 
  0.4844,  0.2250, 60.5250,256 
  0.4609,  0.2250, 60.7500,256 
  0.4609,  0.2250, 60.9750,256 
  0.4570,  0.2250, 61.2000,256 
  0.4609,  0.2250, 61.4250,256 
  0.4609,  0.2250, 61.6500,256 
  0.4609,  0.2250, 61.8750,256 
  0.4219,  0.2250, 62.1000,256 
  0.4453,  0.2250, 62.3250,256 
  0.4336,  0.2250, 62.5500,256 
  0.4414,  0.2250, 62.7750,256 
  0.4180,  0.2250, 63.0000,256 
  0.4180,  0.2250, 63.2250,256 
  0.4141,  0.2250, 63.4500,256 
  0.4180,  0.2250, 63.6750,256 
  0.4180,  0.2250, 63.9000,256 
  0.4570,  0.2250, 64.1250,256 
  0.4141,  0.2250, 64.3500,256 
  0.4336,  0.2250, 64.5750,256 
  0.4375,  0.2250, 64.8000,256 
  0.4648,  0.2250, 65.0250,256 
  0.4375,  0.2250, 65.2500,256 
  0.4609,  0.2250, 65.4750,256 
  0.4609,  0.2250, 65.7000,256 
  0.4297,  0.2250, 65.9250,256 
  0.4805,  0.2250, 66.1500,256 
  0.4531,  0.2250, 66.3750,256 
  0.4531,  0.2250, 66.6000,256 
  0.4531,  0.2250, 66.8250,256 
  0.4727,  0.2250, 67.0500,256 
  0.4531,  0.2250, 67.2750,256 
  0.4727,  0.2250, 67.5000,256 
  0.4531,  0.2250, 67.7250,256 
  0.4531,  0.2250, 67.9500,256 
  0.4297,  0.2250, 68.1750,256 
  0.3789,  0.2250, 68.4000,256 
  0.3789,  0.2250, 68.6250,256 
  0.3789,  0.2250, 68.8500,256 
  0.3789,  0.2250, 69.0750,256 
  0.3516,  0.2250, 69.3000,256 
  0.3828,  0.2250, 69.5250,256 
  0.3828,  0.2250, 69.7500,256 
  0.3867,  0.2250, 69.9750,256 
  0.4414,  0.2250, 70.2000,256 
  0.4570,  0.2250, 70.4250,256 
  0.4609,  0.2250, 70.6500,256 
  0.4414,  0.2250, 70.8750,256 
  0.4609,  0.2250, 71.1000,256 
  0.4727,  0.2250, 71.3250,256 
  0.4961,  0.2250, 71.5500,256 
  0.4883,  0.2250, 71.7750,256 
  0.5234,  0.2250, 72.0000,256 
  0.5234,  0.2250, 72.2250,256 
  0.5234,  0.2250, 72.4500,256 
  0.5078,  0.2250, 72.6750,256 
  0.5078,  0.2250, 72.9000,256 
  0.5313,  0.2250, 73.1250,256 
  0.5234,  0.2250, 73.3500,256 
  0.5469,  0.2250, 73.5750,256 
  0.5742,  0.2250, 73.8000,256 
  0.6563,  0.2250, 74.0250,256 
  0.6367,  0.2250, 74.2500,256 
  0.6016,  0.2250, 74.4750,256 
  0.7109,  0.2250, 74.7000,256 
  0.6836,  0.2250, 74.9250,256 
  0.6914,  0.2250, 75.1500,256 
  0.6797,  0.2250, 75.3750,256 
  0.6992,  0.2250, 75.6000,256 
  0.7031,  0.2250, 75.8250,256 
  0.7461,  0.2250, 76.0500,256 
  0.7227,  0.2250, 76.2750,256 
  0.7109,  0.2250, 76.5000,256 
  0.6836,  0.2250, 76.7250,256 
  0.6641,  0.2250, 76.9500,256 
  0.6875,  0.2250, 77.1750,256 
  0.6875,  0.2250, 77.4000,256 
  0.6992,  0.2250, 77.6250,256 
  0.6836,  0.2250, 77.8500,256 
  0.7070,  0.2250, 78.0750,256 
  0.7422,  0.2250, 78.3000,256 
  0.7422,  0.2250, 78.5250,256 
  0.7500,  0.2250, 78.7500,256 
  0.7422,  0.2250, 78.9750,256 
  0.7461,  0.2250, 79.2000,256 
  0.7461,  0.2250, 79.4250,256 
  0.7461,  0.2250, 79.6500,256 
  0.7461,  0.2250, 79.8750,256 
  0.7500,  0.2250, 80.1000,256 
  0.7500,  0.2250, 80.3250,256 
  0.7500,  0.2250, 80.5500,256 
  0.7461,  0.2250, 80.7750,256 
  0.7461,  0.2250, 81.0000,256 
  0.7461,  0.2250, 81.2250,256 
  0.7461,  0.2250, 81.4500,256 
  0.7227,  0.2250, 81.6750,256 
  0.7461,  0.2250, 81.9000,256 
  0.7461,  0.2250, 82.1250,256 
  0.7461,  0.2250, 82.3500,256 
  0.7461,  0.2250, 82.5750,256 
  0.7500,  0.2250, 82.8000,256 
  0.7461,  0.2250, 83.0250,256 
  0.7461,  0.2250, 83.2500,256 
  0.7461,  0.2250, 83.4750,256 
  0.7500,  0.2250, 83.7000,256 
  0.7500,  0.2250, 83.9250,256 
  0.7266,  0.2250, 84.1500,256 
  0.7500,  0.2250, 84.3750,256 
  0.7500,  0.2250, 84.6000,256 
  0.7500,  0.2250, 84.8250,256 
  0.7266,  0.2250, 85.0500,256 
  0.7500,  0.2250, 85.2750,256 
  0.7500,  0.2250, 85.5000,256 
  0.7500,  0.2250, 85.7250,256 
  0.7305,  0.2250, 85.9500,256 
  0.7266,  0.2250, 86.1750,256 
192.0000,  0.2250, 86.4000,256 
186.0000,  0.2250, 86.6250,256 
186.0000,  0.2250, 86.8500,256 
192.0000,  0.2250, 87.0750,256 
192.0000,  0.2250, 87.3000,256 
187.0000,  0.2250, 87.5250,256 
187.0000,  0.2250, 87.7500,256 
188.0000,  0.2250, 87.9750,256 
193.0000,  0.2250, 88.2000,256 
187.0000,  0.2250, 88.4250,256 
187.0000,  0.2250, 88.6500,256 
187.0000,  0.2250, 88.8750,256 
193.0000,  0.2250, 89.1000,256 
194.0000,  0.2250, 89.3250,256 
188.0000,  0.2250, 89.5500,256 
187.0000,  0.2250, 89.7750,256 
188.0000,  0.2250, 90.0000,256 
188.0000,  0.2250, 90.2250,256 
188.0000,  0.2250, 90.4500,256 
188.0000,  0.2250, 90.6750,256 
189.0000,  0.2250, 90.9000,256 
188.0000,  0.2250, 91.1250,256 
195.0000,  0.2250, 91.3500,256 
188.0000,  0.2250, 91.5750,256 
189.0000,  0.2250, 91.8000,256 
188.0000,  0.2250, 92.0250,256 
189.0000,  0.2250, 92.2500,256 
188.0000,  0.2250, 92.4750,256 
188.0000,  0.2250, 92.7000,256 
194.0000,  0.2250, 92.9250,256 
195.0000,  0.2250, 93.1500,256 
188.0000,  0.2250, 93.3750,256 
  0.7148,  0.2250, 93.6000,256 
  0.7344,  0.2250, 93.8250,256 
  0.7344,  0.2250, 94.0500,256 
  0.7344,  0.2250, 94.2750,256 
  0.7539,  0.2250, 94.5000,256 
  0.7344,  0.2250, 94.7250,256 
  0.7344,  0.2250, 94.9500,256 
  0.7539,  0.2250, 95.1750,256 
  0.7539,  0.2250, 95.4000,256 
  0.7344,  0.2250, 95.6250,256 
  0.7344,  0.2250, 95.8500,256 
  0.7539,  0.2250, 96.0750,256 
  0.7344,  0.2250, 96.3000,256 
  0.7500,  0.2250, 96.5250,256 
  0.7305,  0.2250, 96.7500,256 
  0.7344,  0.2250, 96.9750,256 
  0.7305,  0.2250, 97.2000,256 
  0.7305,  0.2250, 97.4250,256 
  0.7500,  0.2250, 97.6500,256 
  0.7500,  0.2250, 97.8750,256 
  0.7266,  0.2250, 98.1000,256 
  0.7500,  0.2250, 98.3250,256 
  0.7266,  0.2250, 98.5500,256 
  0.7500,  0.2250, 98.7750,256 
  0.7500,  0.2250, 99.0000,256 
  0.7500,  0.2250, 99.2250,256 
  0.7500,  0.2250, 99.4500,256 
  0.7500,  0.2250, 99.6750,256 
  0.7500,  0.2250, 99.9000,256 
  0.7500,  0.2250,100.1250,256 
